Crop,Month,Previous_Price,Current_Price,Next_Week_Price
Brinjal,1,30.3,30.72,30.89
Ginger,12,134.01,151.86,165.0
Okra,8,49.58,42.91,39.5
Garlic,6,209.87,205.02,203.15
Pumpkin,2,24.17,25.57,26.67
Onion,2,37.31,42.81,46.22
Onion,3,40.28,45.85,49.77
Cabbage,2,34.13,34.28,34.39
Cauliflower,3,48.78,54.79,59.27
Onion,10,41.87,41.92,41.94
BitterGourd,7,43.0,43.63,43.85
Rice,12,111.19,127.9,136.03
Pumpkin,3,24.05,28.69,30.86
Tomato,10,59.03,67.37,70.41
Ginger,8,102.24,112.32,118.21
Garlic,1,93.07,106.09,115.56
Cabbage,3,48.28,46.42,45.83
Onion,7,34.98,36.15,36.81
BitterGourd,12,55.24,65.61,70.67
Brinjal,8,30.58,27.44,25.12
Cabbage,6,24.2,23.89,23.72
Tomato,11,35.51,36.25,36.68
BitterGourd,8,73.97,81.6,85.88
Tomato,5,68.64,73.46,75.01
GreenChilli,8,44.19,48.33,50.34
Pumpkin,7,29.3,35.07,37.32
Cauliflower,2,24.68,29.34,31.35
Tomato,5,29.78,32.19,33.69
BitterGourd,7,46.65,48.8,49.96
Carrot,9,37.11,41.1,43.92
Brinjal,1,56.58,62.77,67.49
Cauliflower,10,58.87,65.91,70.98
Pumpkin,2,28.53,25.87,23.76
GreenChilli,7,57.37,51.36,47.11
Tomato,8,14.23,15.72,16.56
Rice,9,33.82,31.49,30.33
Carrot,1,46.09,40.89,37.85
Tomato,12,36.04,37.41,38.42
Garlic,12,125.09,122.63,121.16
Tomato,11,44.24,46.28,46.95
Pumpkin,7,15.19,13.66,12.46
Cucumber,11,39.62,37.42,36.72
Tomato,12,24.86,27.45,28.26
Ginger,4,107.08,125.75,135.78
Carrot,7,29.66,32.92,35.2
Onion,4,11.86,12.59,13.07
Cauliflower,7,20.18,23.16,24.42
Okra,1,41.58,44.28,45.92
Ginger,4,78.47,84.5,87.66
Okra,10,26.55,23.23,21.18
Cucumber,1,17.68,20.11,20.86
Tomato,1,42.87,37.74,35.44
Okra,12,95.02,107.56,112.9
BitterGourd,2,43.24,41.86,41.36
Cucumber,3,38.1,35.67,34.57
BitterGourd,2,82.78,78.62,75.58
Beans,3,98.4,84.88,75.02
Cauliflower,3,34.28,32.07,31.12
Cucumber,5,27.98,28.33,28.57
Tomato,6,15.58,17.86,19.68
Beans,10,82.53,86.99,89.44
Carrot,9,52.18,52.97,53.25
Brinjal,4,18.63,18.47,18.42
Onion,11,14.93,13.97,13.47
Cauliflower,11,78.95,75.63,73.69
Carrot,2,61.5,68.65,72.21
Pumpkin,5,48.26,48.32,48.37
GreenChilli,5,95.22,113.4,122.32
Rice,8,27.49,31.81,34.26
Cabbage,12,63.97,70.58,75.24
Potato,5,22.41,20.54,19.78
BitterGourd,3,49.45,56.79,61.07
Pumpkin,12,46.24,42.6,40.75
Carrot,3,24.4,24.71,24.9
Brinjal,2,54.86,53.78,53.05
Ginger,4,79.99,71.11,65.64
Beans,11,45.17,46.55,47.19
BitterGourd,3,79.05,82.42,84.36
Cucumber,11,36.33,38.89,40.92
Cucumber,3,22.01,19.46,17.83
Rice,10,41.25,45.52,48.09
Cucumber,11,43.73,45.27,46.17
GreenChilli,11,38.99,33.84,30.96
Carrot,2,62.48,72.85,78.05
Carrot,1,56.54,57.62,58.43
GreenChilli,1,120.61,129.63,133.82
Okra,12,88.93,81.36,76.42
Brinjal,10,58.0,60.66,61.57
Rice,8,47.83,52.8,55.01
Beans,2,38.61,41.56,43.57
BitterGourd,3,65.63,63.73,62.54
Ginger,8,92.03,78.41,69.53
Cauliflower,6,54.74,55.64,56.06
GreenChilli,12,136.29,117.35,109.58
GreenChilli,11,138.69,140.13,141.07
Tomato,12,72.05,73.68,74.57
Carrot,2,59.72,57.53,56.79
Onion,9,24.18,23.18,22.76
Garlic,5,120.84,108.45,100.02
Okra,4,56.56,50.65,47.62
Garlic,2,138.99,130.6,126.48
GreenChilli,12,75.98,74.88,74.02
Onion,6,39.0,41.09,42.0
Okra,7,19.4,20.09,20.58
Rice,3,71.18,71.74,71.98
Beans,6,53.37,60.24,63.76
Cucumber,3,29.56,27.58,26.5
Ginger,8,133.45,122.45,116.32
BitterGourd,2,67.61,70.45,71.88
Tomato,6,59.32,61.08,61.95
Ginger,6,124.46,146.74,156.58
Cabbage,5,41.04,35.61,33.86
Cauliflower,6,52.36,61.46,67.87
Cauliflower,4,27.22,24.79,23.99
Cucumber,11,14.41,14.36,14.33
Ginger,4,163.23,192.22,205.38
Garlic,3,119.37,141.53,156.11
Rice,10,77.3,78.97,80.06
Ginger,2,86.06,75.35,70.42
Tomato,8,48.22,42.79,40.67
Cauliflower,3,63.66,62.71,62.11
Cucumber,6,26.49,31.53,33.4
Garlic,9,235.82,206.89,189.32
Ginger,6,117.07,125.54,130.06
Beans,1,70.08,65.64,63.53
Carrot,2,44.07,38.9,36.19
Cauliflower,8,27.58,26.63,26.22
Onion,8,14.76,16.33,16.86
Tomato,1,68.8,65.24,63.38
Cucumber,11,34.37,35.65,36.39
Garlic,12,264.83,255.33,249.8
Tomato,2,17.91,18.73,19.2
Beans,3,34.79,38.9,41.48
Cauliflower,1,57.4,53.28,50.04
Tomato,12,67.49,57.67,51.92
Cauliflower,9,30.72,34.6,36.96
BitterGourd,4,88.06,82.51,80.07
GreenChilli,1,38.93,43.27,46.44
Rice,4,35.45,40.68,43.16
Tomato,12,54.57,60.54,63.69
Beans,4,26.35,24.48,23.75
Pumpkin,2,44.9,44.75,44.67
Okra,9,60.15,60.28,60.36
Brinjal,10,62.44,57.24,53.19
Cucumber,4,17.51,18.28,18.84
BitterGourd,9,93.54,83.29,79.01
Cucumber,10,42.83,36.85,32.45
Brinjal,1,54.49,50.64,49.39
Beans,3,75.58,82.58,86.29
Pumpkin,4,44.07,41.33,39.47
Beans,4,84.76,98.32,107.48
Rice,7,59.62,62.74,64.26
Onion,12,66.94,63.03,60.95
Onion,6,14.98,15.14,15.23
Okra,8,59.35,53.08,48.65
BitterGourd,8,45.31,39.07,34.7
Pumpkin,11,32.37,37.29,40.48
BitterGourd,6,42.9,47.84,50.0
Brinjal,5,46.5,43.82,41.77
GreenChilli,4,134.51,117.89,108.12
Potato,4,21.62,19.86,19.07
Cucumber,5,13.94,14.59,14.88
Pumpkin,4,25.88,25.84,25.82
Cabbage,12,47.1,48.69,49.76
Beans,2,50.58,43.84,41.53
Brinjal,8,20.49,20.47,20.46
Brinjal,6,14.34,14.78,14.93
Tomato,1,72.02,74.03,75.27
Pumpkin,5,45.67,43.1,41.16
Potato,9,16.14,16.37,16.46
Pumpkin,5,24.76,23.02,21.81
Rice,12,59.27,67.6,72.49
Carrot,4,59.68,61.77,63.41
Potato,1,25.91,23.03,21.4
Beans,9,80.91,89.29,95.39
Cauliflower,11,58.41,61.84,64.16
Cauliflower,6,27.04,29.58,30.52
Brinjal,8,15.9,17.38,17.89
Ginger,4,177.19,193.81,204.81
Pumpkin,11,51.49,52.15,52.37
Ginger,7,120.44,107.66,99.98
Beans,7,60.11,51.8,45.5
Ginger,12,99.19,109.04,112.76
BitterGourd,6,44.97,51.87,57.12
Cucumber,8,15.28,15.17,15.1
Brinjal,12,22.43,22.38,22.34
GreenChilli,3,53.7,48.18,44.48
Carrot,1,32.22,36.42,39.65
GreenChilli,1,33.73,39.57,43.4
GreenChilli,3,51.08,43.94,38.49
Ginger,12,122.75,141.93,153.47
Tomato,11,34.27,29.29,26.92
Garlic,12,161.17,175.84,183.84
Cabbage,3,17.99,17.58,17.32
BitterGourd,8,47.09,43.63,41.09
Tomato,5,21.73,19.85,18.55
Cabbage,5,39.46,44.37,47.05
Cucumber,9,26.85,31.98,34.5
Okra,4,34.59,32.38,31.67
Carrot,11,29.38,27.94,27.06
Okra,7,52.23,46.72,42.51
Cauliflower,8,21.85,21.76,21.71
Brinjal,6,30.81,31.54,31.98
Garlic,7,168.5,193.01,206.74
Cauliflower,1,40.27,36.12,34.3
Cabbage,12,57.38,59.86,61.4
Beans,1,56.7,51.58,49.68
Garlic,5,158.82,164.69,166.57
Beans,8,73.66,82.86,86.21
Garlic,4,136.8,139.08,139.8
Garlic,1,187.28,211.86,219.83
Cucumber,9,18.05,19.71,20.74
Rice,7,50.7,46.88,44.32
Cauliflower,1,32.41,32.09,31.91
Potato,3,16.0,15.37,14.98
Cauliflower,10,68.92,67.64,66.84
Ginger,6,173.13,151.19,138.63
Beans,8,34.95,30.0,26.05
Pumpkin,1,37.46,35.8,35.06
Beans,9,62.95,61.0,59.61
Cabbage,10,41.51,36.46,33.04
Rice,11,53.22,59.2,62.56
Potato,12,13.51,14.24,14.56
GreenChilli,6,40.45,40.7,40.79
Tomato,7,26.38,23.34,21.77
Cabbage,10,59.32,67.44,70.44
Cauliflower,3,37.03,41.67,44.93
GreenChilli,11,45.14,46.3,47.09
BitterGourd,11,74.97,80.92,85.58
Cabbage,6,34.67,39.08,41.08
Rice,11,82.73,72.11,65.44
Onion,8,15.13,13.76,13.21
Okra,11,40.86,47.3,50.34
Pumpkin,9,46.96,54.03,56.36
Beans,6,52.27,61.44,68.51
Tomato,12,78.6,70.95,65.03
Carrot,2,46.14,42.79,41.31
Onion,3,56.03,56.05,56.06
Potato,7,15.16,15.91,16.25
GreenChilli,7,50.85,59.26,65.59
Onion,12,45.24,49.5,52.32
Carrot,3,49.86,56.26,58.89
Cabbage,4,46.31,40.04,36.23
Okra,9,39.59,38.45,37.84
Cabbage,3,12.97,11.31,10.22
Potato,12,12.05,10.4,9.81
Garlic,3,115.45,111.99,109.5
Potato,12,31.22,31.67,31.87
Potato,3,37.27,33.69,30.99
Okra,11,96.0,96.34,96.55
Ginger,5,94.04,92.42,91.7
Ginger,1,73.93,78.34,81.39
Carrot,6,31.21,28.61,26.84
Okra,1,44.01,43.7,43.6
Cucumber,12,38.93,37.85,37.4
Cauliflower,11,63.53,64.76,65.13
Cabbage,7,32.39,27.92,25.14
Okra,2,70.41,65.88,62.43
Cauliflower,2,67.97,65.16,63.37
Onion,12,77.82,74.36,72.82
Potato,8,23.55,23.15,22.98
Onion,2,53.8,46.86,42.31
Tomato,1,73.96,84.51,87.77
Cucumber,10,30.61,30.21,30.07
Beans,2,97.79,90.49,86.58
Garlic,8,144.03,141.58,140.13
Cabbage,5,42.01,44.99,46.95
Carrot,5,46.8,50.73,53.4
Rice,10,67.98,72.95,75.72
Ginger,3,157.53,137.23,127.26
Tomato,7,58.23,68.96,73.54
Brinjal,11,66.42,64.22,62.84
Cauliflower,9,58.34,63.91,68.26
Okra,9,28.68,29.2,29.42
Cabbage,12,34.34,36.93,38.37
Beans,12,70.13,81.58,90.46
Brinjal,11,56.8,48.55,43.17
Brinjal,9,44.52,39.85,36.88
Cabbage,9,17.69,19.81,20.71
Rice,12,55.09,52.16,50.8
Carrot,8,35.98,39.54,41.59
Brinjal,12,63.67,59.74,58.37
Pumpkin,12,28.16,26.86,25.88
Ginger,7,73.43,85.9,91.6
Brinjal,12,54.45,59.8,62.9
Okra,10,57.98,57.13,56.71
Pumpkin,11,39.2,43.91,45.9
Tomato,12,85.3,84.84,84.61
BitterGourd,12,54.63,59.08,60.64
GreenChilli,12,142.75,171.1,184.81
GreenChilli,7,86.14,88.53,89.94
Tomato,2,21.77,19.53,18.39
BitterGourd,8,66.15,63.76,62.87
Brinjal,6,35.0,30.27,27.51
Garlic,10,128.42,150.01,163.74
Cabbage,12,30.22,32.61,34.38
Carrot,4,56.79,48.28,41.87
Cauliflower,4,65.18,61.61,59.48
Potato,9,8.01,6.91,6.12
Tomato,3,15.76,14.17,13.58
Okra,7,42.97,47.24,49.04
Pumpkin,11,21.63,22.02,22.29
Cucumber,2,17.87,15.21,14.32
Garlic,1,201.73,185.05,174.94
Beans,9,65.55,73.01,76.27
Garlic,3,174.8,204.85,221.51
Rice,6,59.69,58.72,58.25
Tomato,10,60.43,68.99,72.65
Rice,4,77.85,67.51,61.91
GreenChilli,3,70.83,60.94,55.6
GreenChilli,3,30.32,31.02,31.26
Potato,3,21.43,19.85,18.8
Pumpkin,11,56.46,51.66,48.91
Cauliflower,12,29.86,31.37,32.21
Tomato,1,34.63,36.37,37.45
Brinjal,4,17.43,18.37,18.72
Okra,3,50.92,45.01,41.97
Pumpkin,4,19.27,21.36,22.83
Onion,9,35.38,36.85,37.3
Garlic,1,87.5,88.29,88.85
Carrot,1,51.89,60.69,65.21
Potato,6,9.75,9.39,9.27
Beans,1,75.08,74.53,74.2
Brinjal,3,18.87,20.56,21.18
Beans,12,67.37,80.11,88.09
Potato,7,29.15,25.64,23.34
Tomato,10,82.2,85.66,87.8
Brinjal,4,34.2,37.13,39.27
Tomato,7,11.68,12.87,13.29
Pumpkin,7,20.74,20.56,20.42
Carrot,11,68.49,69.79,70.27
Beans,9,74.91,77.91,79.25
Garlic,11,289.02,287.56,286.82
Potato,5,16.16,19.01,20.08
Tomato,11,34.81,35.46,35.87
Okra,6,30.24,27.65,26.68
Cauliflower,6,16.69,20.01,22.57
Garlic,12,119.81,126.97,131.3
Potato,10,52.47,45.18,41.04
Rice,5,43.0,51.28,57.62
Carrot,6,54.61,65.13,69.33
BitterGourd,7,45.95,42.94,41.27
Carrot,10,57.39,56.25,55.83
GreenChilli,10,148.44,153.05,155.42
Ginger,6,104.11,90.79,85.02
BitterGourd,6,69.9,78.99,81.99
Beans,9,95.18,89.57,87.31
Cucumber,6,23.99,28.3,30.83
Beans,12,104.81,118.41,122.78
GreenChilli,11,66.33,74.32,78.25
Ginger,2,58.48,65.8,69.38
Garlic,2,99.55,113.33,123.06
GreenChilli,3,91.93,94.63,96.37
Garlic,1,228.48,199.49,186.86
Brinjal,4,16.97,15.88,15.15
Brinjal,7,18.52,17.18,16.43
Carrot,8,31.01,29.94,29.18
Tomato,6,26.07,30.3,32.83
BitterGourd,7,29.04,26.5,25.48
Cabbage,3,14.68,16.42,17.03
BitterGourd,6,42.67,44.63,46.16
GreenChilli,7,29.24,29.06,29.0
Cabbage,12,25.24,28.34,29.86
Okra,4,70.48,63.94,59.59
Brinjal,5,33.5,38.02,41.2
Cabbage,5,45.02,50.51,52.21
Beans,7,40.53,48.19,50.83
Tomato,6,36.88,38.54,39.65
Brinjal,2,20.37,21.33,21.72
Onion,7,43.0,43.75,44.31
Cauliflower,2,64.32,61.3,59.58
Pumpkin,12,44.53,52.98,55.99
Onion,3,56.63,66.49,73.02
BitterGourd,7,35.38,40.34,42.13
Onion,7,23.69,23.88,24.01
BitterGourd,10,107.22,93.78,89.34
Brinjal,5,23.39,24.83,25.58
Garlic,1,153.51,139.16,132.88
Pumpkin,8,13.89,13.7,13.56
Garlic,8,174.47,156.65,146.25
BitterGourd,4,84.58,94.4,100.49
Onion,8,24.32,28.95,31.87
Brinjal,8,17.15,20.24,22.06
Ginger,4,86.82,96.84,104.06
Tomato,2,56.0,60.7,63.66
Ginger,11,86.97,86.16,85.67
Tomato,9,36.94,43.78,46.88
GreenChilli,6,37.16,41.36,43.36
Tomato,6,46.02,42.98,41.12
Cucumber,2,17.84,15.39,13.67
Carrot,10,67.84,79.91,87.58
Pumpkin,1,40.3,39.44,38.99
Onion,2,38.84,42.13,43.63
Tomato,6,37.04,36.65,36.52
Okra,3,25.82,30.27,33.02
Potato,8,26.63,24.3,22.89
Pumpkin,8,34.05,36.87,38.84
Cucumber,6,16.19,19.06,20.49
Brinjal,6,14.32,14.01,13.89
Okra,12,46.06,39.79,35.42
Onion,4,40.21,36.33,34.13
Ginger,7,60.64,59.25,58.37
GreenChilli,12,185.94,211.07,222.12
Cucumber,2,20.32,17.64,15.69
Onion,7,35.09,42.04,45.39
Rice,5,48.61,50.86,52.12
Garlic,5,144.98,148.83,151.54
Carrot,9,55.78,53.3,52.03
Onion,12,26.38,31.46,33.78
Cucumber,4,11.5,12.42,12.75
Beans,5,37.09,40.11,41.46
Cucumber,7,25.33,23.07,21.92
Garlic,11,197.4,222.12,238.01
Potato,1,12.79,11.1,10.13
Potato,6,20.09,17.47,16.54
Cauliflower,7,40.04,36.03,33.32
Pumpkin,12,26.46,29.17,30.03
Potato,5,29.47,25.71,23.82
Brinjal,4,26.78,28.12,29.18
GreenChilli,2,44.07,43.87,43.73
Potato,12,36.24,31.41,27.79
Tomato,6,46.41,40.09,36.51
Ginger,10,147.69,175.68,191.08
Garlic,3,108.68,126.01,137.79
Pumpkin,12,59.94,70.51,77.78
Beans,8,56.7,51.29,48.53
Okra,4,33.06,36.4,38.15
Cauliflower,8,41.36,49.22,52.49
Onion,4,33.29,28.88,26.36
Okra,12,66.67,58.66,52.96
Beans,10,97.05,97.38,97.61
Beans,10,62.43,65.12,66.7
Garlic,6,186.45,209.99,221.35
Tomato,2,22.44,21.88,21.66
Pumpkin,8,29.26,34.07,36.46
GreenChilli,11,128.18,144.65,152.95
Cauliflower,11,74.45,81.29,83.95
Ginger,3,173.85,190.12,196.54
Cabbage,8,37.68,33.85,32.15
Rice,10,43.1,37.19,33.04
Potato,5,10.82,10.88,10.91
Cabbage,3,34.3,37.75,38.94
Pumpkin,2,37.7,35.45,34.49
Potato,1,32.3,35.67,37.11
Carrot,9,34.28,29.15,26.53
Beans,2,38.88,38.32,37.97
GreenChilli,7,74.52,87.91,98.12
Cauliflower,7,50.07,43.17,40.42
GreenChilli,12,147.83,156.63,161.01
Onion,3,25.25,24.0,23.53
Cabbage,8,35.39,38.67,40.51
Ginger,12,132.63,157.42,166.73
BitterGourd,7,53.21,48.09,46.28
Okra,2,42.39,47.62,49.2
Tomato,11,99.95,103.02,105.0
Rice,12,99.3,119.15,126.95
GreenChilli,4,73.08,87.09,92.15
Garlic,6,87.54,83.46,80.79
BitterGourd,2,98.36,110.0,114.48
Onion,8,30.1,28.08,27.26
Cauliflower,9,29.51,27.81,26.56
BitterGourd,5,33.9,38.41,42.0
Ginger,3,106.82,97.14,92.74
Okra,10,50.54,58.1,60.5
Pumpkin,6,38.93,35.65,34.61
Onion,11,53.75,54.03,54.13
Ginger,9,162.97,184.86,192.55
Pumpkin,4,24.68,25.37,25.78
Onion,6,28.18,24.93,22.92
Cucumber,10,15.19,14.52,14.18
Brinjal,3,47.43,51.33,53.79
Onion,2,15.69,17.2,18.05
Carrot,10,36.88,33.91,31.92
Pumpkin,11,51.22,52.8,53.66
GreenChilli,7,94.8,102.78,105.39
Carrot,11,89.07,96.37,98.78
Tomato,6,24.82,28.85,31.08
Ginger,3,79.91,84.32,87.36
Pumpkin,8,20.42,20.78,20.98
Garlic,7,109.2,117.44,120.02
Ginger,8,45.95,54.56,61.0
Rice,11,94.4,80.67,71.69
Rice,8,70.13,70.35,70.45
Potato,5,29.6,32.8,34.03
Ginger,12,125.45,111.51,102.43
Ginger,6,177.19,153.21,138.56
Okra,12,63.24,54.06,51.1
GreenChilli,12,46.55,51.88,54.74
Carrot,7,22.55,22.76,22.89
Beans,4,69.94,62.3,57.84
BitterGourd,7,38.99,42.58,43.69
Potato,8,11.93,12.73,13.32
Cabbage,10,13.99,11.92,11.17
Garlic,10,198.44,232.22,243.06
Ginger,6,120.91,107.17,98.78
Cabbage,2,41.82,44.2,45.43
Beans,7,64.2,71.8,77.6
Ginger,7,76.92,69.55,65.76
Brinjal,7,50.2,53.29,54.44
Onion,3,51.02,55.1,56.9
Okra,11,84.91,90.66,92.49
Carrot,11,65.54,57.37,54.88
Cucumber,4,33.05,36.29,38.78
BitterGourd,6,57.15,63.25,66.07
Brinjal,5,17.8,15.8,14.27
Tomato,7,35.51,33.09,31.84
Pumpkin,11,42.56,49.0,52.86
Potato,8,31.32,37.1,39.89
Cabbage,2,28.36,27.7,27.43
Ginger,10,167.79,178.69,186.87
Rice,4,79.3,78.97,78.77
Potato,4,38.72,39.64,39.95
Cucumber,8,26.56,27.38,27.76
Pumpkin,3,22.03,24.4,25.87
GreenChilli,1,133.22,142.75,148.13
Carrot,6,30.02,26.11,23.5
Beans,10,38.82,37.91,37.54
Ginger,7,60.55,66.42,70.0
Potato,12,21.2,24.09,26.36
Potato,1,20.57,19.21,18.24
Rice,9,67.27,65.24,64.18
Rice,9,62.33,57.54,54.44
Onion,3,12.46,13.32,13.76
Cucumber,7,23.68,21.12,20.26
Rice,3,81.29,73.25,68.5
Rice,2,83.45,94.75,101.58
Beans,4,50.23,43.74,41.17
Cauliflower,1,67.91,61.77,59.87
GreenChilli,9,135.94,152.58,164.16
Rice,4,49.97,55.82,59.1
Beans,5,58.04,57.21,56.94
Cabbage,1,38.18,34.72,32.2
Cabbage,9,32.94,34.54,35.55
Ginger,3,103.01,98.32,94.97
Pumpkin,3,24.38,26.23,27.02
GreenChilli,2,56.15,54.91,54.24
Potato,11,39.09,45.3,47.82
Carrot,6,19.07,18.57,18.24
GreenChilli,8,64.5,55.05,51.72
Brinjal,9,29.96,26.31,24.25
Rice,3,49.73,43.73,40.91
Brinjal,10,60.72,70.41,76.2
Cucumber,7,25.69,26.19,26.35
Pumpkin,8,38.71,41.45,42.34
Cucumber,5,31.69,36.0,37.97
Cabbage,7,17.06,20.13,22.38
Potato,4,20.17,21.5,22.35
Brinjal,10,26.02,28.66,30.36
Brinjal,10,32.26,31.64,31.37
Ginger,9,90.54,95.06,97.54
Ginger,6,106.32,122.42,133.8
Cabbage,12,28.25,24.86,23.46
Beans,11,38.48,36.12,35.09
Beans,9,77.75,88.17,93.04
Carrot,11,88.83,85.08,82.16
Garlic,12,182.79,169.9,162.58
Onion,4,12.19,14.46,15.84
Cauliflower,11,44.19,45.3,45.99
BitterGourd,12,68.72,63.74,60.31
Cucumber,1,22.42,20.25,18.9
Cucumber,2,33.42,29.87,28.35
Potato,1,40.0,39.17,38.69
Ginger,8,92.85,93.17,93.3
Cauliflower,5,36.8,31.44,29.54
Cucumber,3,32.51,29.31,27.35
Cucumber,1,20.53,19.16,18.54
GreenChilli,9,127.89,118.55,112.15
Okra,3,42.84,44.52,45.08
Onion,7,30.77,33.41,34.73
Pumpkin,9,29.99,25.52,22.26
Pumpkin,7,39.94,35.42,33.33
Cabbage,6,17.12,18.96,19.66
Beans,5,35.58,33.59,32.64
GreenChilli,12,73.85,70.41,69.2
BitterGourd,8,70.5,76.44,78.25
Carrot,4,68.41,59.81,55.67
Garlic,5,172.03,147.33,138.16
Rice,5,31.46,31.96,32.28
Beans,11,119.01,140.83,148.84
Ginger,11,113.06,107.6,105.13
Cabbage,4,31.59,32.26,32.61
Garlic,5,154.26,158.84,161.94
GreenChilli,2,36.31,31.25,29.5
Garlic,6,105.4,107.88,109.6
Rice,2,40.78,41.54,41.98
Okra,12,72.34,72.61,72.73
Rice,12,93.51,107.37,111.78
Cucumber,7,27.97,29.91,31.32
GreenChilli,11,185.08,194.44,198.39
Garlic,4,195.03,226.0,248.96
Cabbage,1,30.47,27.49,26.38
Onion,11,23.16,27.69,30.69
BitterGourd,1,88.12,76.43,68.29
GreenChilli,3,53.79,54.62,54.87
Brinjal,10,29.39,27.81,27.08
Rice,3,64.53,60.97,59.28
GreenChilli,11,57.02,55.0,54.05
Cucumber,7,24.04,23.4,23.07
Onion,9,23.67,26.76,28.83
BitterGourd,1,54.2,61.67,66.3
BitterGourd,2,55.61,56.17,56.43
Cucumber,8,26.0,25.93,25.9
Potato,3,38.01,40.32,41.73
Carrot,7,22.07,21.76,21.55
Onion,8,23.01,21.43,20.8
Rice,6,26.15,22.75,21.04
Pumpkin,2,25.0,28.38,30.47
Pumpkin,11,21.83,21.77,21.75
Potato,7,14.06,15.48,16.27
Pumpkin,2,29.91,35.18,37.41
Onion,11,53.54,55.24,55.96
Beans,9,95.94,94.26,93.73
Beans,10,110.98,98.9,91.53
Ginger,10,69.72,78.63,82.67
Cucumber,6,19.55,22.89,25.46
Beans,6,61.75,57.64,55.9
Garlic,2,96.16,91.66,88.37
Garlic,11,308.1,326.25,335.61
BitterGourd,4,36.75,41.39,43.4
Tomato,1,36.73,34.35,32.51
Garlic,7,169.16,194.72,207.84
Beans,5,72.15,68.54,67.03
GreenChilli,5,64.49,77.37,85.96
Brinjal,3,39.52,40.39,40.98
Carrot,7,18.71,20.75,22.11
Onion,10,32.49,29.45,27.78
Ginger,6,52.23,44.59,41.24
Ginger,11,177.35,185.23,190.02
Beans,5,70.56,60.49,54.87
GreenChilli,9,135.65,121.24,115.94
Rice,11,51.97,50.73,49.94
Cucumber,4,38.49,41.7,44.08
GreenChilli,5,68.24,79.19,87.46
Potato,1,12.85,12.17,11.83
Rice,7,30.39,32.13,33.49
Beans,12,49.62,50.65,51.31
Cucumber,7,16.11,15.93,15.8
Potato,1,33.26,33.99,34.49
Onion,10,44.41,38.47,34.88
Beans,2,36.19,37.57,38.28
Ginger,11,87.56,77.96,73.49
Tomato,6,38.77,40.73,42.23
BitterGourd,5,49.23,55.6,60.0
Garlic,7,149.08,144.71,142.08
Tomato,7,39.95,37.0,35.68
Rice,11,79.91,77.69,76.47
GreenChilli,3,48.4,45.04,43.64
Cauliflower,3,35.59,42.69,47.16
Cucumber,4,39.73,40.87,41.59
Pumpkin,10,58.19,55.51,53.42
Pumpkin,12,30.68,32.66,34.03
Beans,1,75.93,74.59,74.05
GreenChilli,1,42.13,42.1,42.08
Cabbage,5,29.99,35.36,38.01
Pumpkin,3,39.64,36.01,34.23
Pumpkin,6,32.52,32.72,32.87
Cucumber,1,18.17,18.17,18.17
GreenChilli,2,119.26,142.03,157.57
Onion,1,56.06,49.17,45.84
Carrot,12,35.47,30.21,27.15
Potato,10,18.3,17.87,17.67
Cucumber,12,48.73,58.06,63.67
Cauliflower,12,29.89,33.74,36.51
Potato,7,10.89,9.53,8.51
GreenChilli,10,84.71,93.73,97.28
Rice,1,85.55,78.31,73.63
Ginger,8,79.41,76.94,75.01
Carrot,9,32.22,29.26,27.57
Carrot,10,66.82,59.95,54.52
Beans,5,55.05,59.6,62.17
Ginger,5,196.23,214.31,225.92
Carrot,1,26.39,23.74,22.38
Potato,2,25.97,25.86,25.8
GreenChilli,7,40.44,44.0,45.59
BitterGourd,11,52.26,48.32,46.24
BitterGourd,9,65.16,66.49,67.5
Rice,1,84.82,89.45,91.13
Ginger,7,76.2,69.84,65.95
Brinjal,8,32.36,34.86,36.19
